title,clickbait,ids
The Charm and Silliness of Round 1,FALSE,24301
Afghan Lawmakers Accuse a Governor of Graft,FALSE,10557
Charter in Talks to Give Equity Stakes to Debt Holders,FALSE,10048
Noosa through to 2013 Sunshine Coast Rugby Union Grand Final,FALSE,15756
Social Networks Spread Defiance Online,FALSE,17242
Mutated strain of H1N1 virus detected in US and Norway,FALSE,14958
A Textile Capital of China Is Hobbled by the Downturn,FALSE,18458
Church of Scientology denied injunction against Anonymous,FALSE,17129
Russia and Cuba Sign Strategic Partnership,FALSE,22612
Rower Tuijn halfway across Pacific in record attempt,FALSE,13787
Blair denies Iraq pullout,FALSE,21950
Polish parliamentary election - unofficial results,FALSE,18147
Apple Said to Be in Talks to Sell IPhone for Verizon,FALSE,17058
Collegians Show a Commitment to Elevating Cricket in America,FALSE,9661
Pakistan's intelligence agency said to support Taliban,FALSE,9231
How Long Will the Obama Honeymoon Last?,FALSE,9510
"Wheaton Academy, Illinois boys basketball team plays Benet Academy, suffers first in-state loss",FALSE,11775
Maker of BlackBerry Posts 33% Profit Increase,FALSE,9045
Gay play about Jesus Christ to open in Brazil,FALSE,19424
"Judge demands better conditions in Maricopa County Jail, Arizona; both sides claim victory",FALSE,18317
Alex Sanchez suspended for drugs,FALSE,19817
The Vocal Minority: Moon Landing Was a Hoax,FALSE,9856
China Detains 81 Ahead of 50th Anniversary of Tibetan Uprising,FALSE,10163
Australian judge delivers verdict on burqas in court,FALSE,12487
Advertisers Change Game Plans for Super Bowl,FALSE,13968
Steve Jobs denies 'location-gate',FALSE,24277
The Case for a Second Chance for Michael Vick,FALSE,10432
Bomb blasts in Uganda kill dozens,FALSE,15261
Tables Turn in Transaction of 2 Auto Giants,FALSE,19903
"Avalanche in Vail, Colorado kills one",FALSE,10243
Deadly flooding in Pakistan kills hundreds,FALSE,20167
"Nearly 25,000 Iraqi civilians killed in Iraq, watchdog group claims",FALSE,16196
Senator Xenophon of Australia calls for criminal investigation into Scientology,FALSE,15888
Web Start-Ups Look Beyond Ads for Revenue,FALSE,20621
Four bombings over two days leave more than 130 dead in Iraq,FALSE,16219
US secretary of state Hillary Clinton says America helps fuel illegal drug trade,FALSE,13290
Details emerge in Haiti earthquake; thousands feared dead,FALSE,16489
"23 killed, 36 injured by stampede at Sudanese stadium",FALSE,11872
Nevada Supreme Court Sends Onion the Dog Case Back to Las Vegas Court,FALSE,12561
"As Knicks Look Forward, They Must Put Price on  Lee and Robinson",FALSE,20113
German Economy Shrank in Last Quarter,FALSE,20142
Lawsuit reveals Bush Administration attempts to suppress dissent,FALSE,18409
Dell recalls potentially incendiary laptop batteries,FALSE,19500
"Ukraine opposition candidate Yushchenko is suffering from a Dioxin intoxication, doctors say",FALSE,16804
Australian man arrested at U.S. Capitol building,FALSE,11275
France recalls Íngrid Betancourt mission,FALSE,18655
Western Australia apologises to abused wards-of-state,FALSE,12038
South African President Jacob Zuma chooses new Police Chief,FALSE,15693
Wikinews interviews author and filmmaker Peter John Ross,FALSE,9595
Bank of America to Receive Additional $20 Billion,FALSE,12016
Basketball: Lakers score 102 to defeat the Celtics in Game 1 of the 2010 NBA Finals,FALSE,16953
U.S. soldiers kill 9 suspected al-Qaeda members near Baghdad,FALSE,20502
"US denies arrest of al-Masri, al-Qaeda in Iraq leader",FALSE,18589
NATO Cautions Pakistan Over Talks with the Taliban,FALSE,19603
"ADP says US economy lost 742,000 jobs in March",FALSE,24510
Official: Military aircraft crashes in Afghanistan,FALSE,14954
Bayern Munich Starlet wins awards at 2007 FIFA U17 World Cup,FALSE,22161
Nigeria bill has Taylor implications,FALSE,10905
"Invoking the Sputnik Era, Obama Vows Record Outlays for Research",FALSE,23165
"In Note, More Clues to Holocaust Museum Killing",FALSE,18148
US Supreme Court rules Defense of Marriage Act unconstitutional,FALSE,21370
"Christina McHale, Ranked 374th, Is  Ready for Australian Open",FALSE,22088
"Over a dozen injured, one killed in bomb blast in Egypt",FALSE,18067
John Reid: Iraq does radicalise some Muslim youth,FALSE,20588
Screen Actors Guild Fires Its Executive Director,FALSE,13125
Zimbabwe projects 15% average growth over next five years,FALSE,16346
"Algerian teen falls to death in Mecca; rape, murder suspected",FALSE,8854
China to launch second space mission in October,FALSE,9202
"Jayant Dr Death Patel arrested in Oregon, US",FALSE,22672
A Soccer World Traveler Comes Full Circle,FALSE,12395
Deadly blaze in Paris possibly caused by arson,FALSE,12549
Canadian Conservatives vow to defend Arctic sovereignty,FALSE,18239
Boil water advisory lifted in Vancouver,FALSE,23454
Swiss man successfully flies in jet pack across English Channel,FALSE,17468
Man charged with Huxley attack,FALSE,22350
Verdicts announced in France's largest child abuse case,FALSE,21623
UBS Ousts Top Banker Who Served Rich U.S. Clients,FALSE,14220
Rivals Accuse I.B.M. of Stifling Competition to Mainframes,FALSE,22140
"More bodies recovered from capsized boat in Kerala, India",FALSE,13158
Globalization and trade deficit are connected says Greenspan,FALSE,21485
UNHCR: Somalia violence killed 258 civilians last month; tens of thousands displaced,FALSE,11712
Pizza 'lust' campaign attracts numerous complaints,FALSE,11568
At least fifteen dead in Iraq after gunmen attack central bank,FALSE,24113
Yankees power surge blacks out Sox relief in 8-6 win,FALSE,11398
Argentina: TV channel taken off the air in Mendoza at rival’s request,FALSE,10982
Second Red Bull Flugtag London lands in Hyde Park,FALSE,14413
Jetliner crash-lands in Peru,FALSE,22470
"In the Financial Crisis, Ordinary People vs. Extraordinary Problems",FALSE,15746
At Least 35 Killed in Somali Clashes,FALSE,18566
"Interview: PRS, the UK's music royalty collection society",FALSE,23581
Q-and-A With Retiring Big East Commissioner Mike Tranghese,FALSE,13365
"2.8 magnitude earthquake rattles northern Delaware, southwest New Jersey",FALSE,14889
Sri Lanka Ignores Aid Groups Seeking More Access to Refugees,FALSE,9867
Shuttle Set to Lift Off With Station Parts,FALSE,13615
Those Who Lost Savings Find Little Comfort,FALSE,15366
Blue Coat and AT&T take parts of FOSI for Internet Security,FALSE,16852
APEC countries set aspirational goals on climate change,FALSE,11643
Israeli President chooses Likud leader to form the 18th Knesset government,FALSE,19376
Rise in Consumer Prices Eases Deflation Fears,FALSE,11075
Auto Supplier Lear Said to Prepare Chapter 11 Filing,FALSE,24108
Chinese astronaut walks in space,FALSE,17809
"Magnitude 7.0 earthquake hits New Britain, Papua New Guinea",FALSE,13923
Absolute-Return Funds Try to Conquer the Zigzags,FALSE,21246
Overseas Phone Carriers Step Toward Merger,FALSE,17275
"Peter Chernin, Its President, Leaving News Corp.",FALSE,9157
"The Evolution of Tim Wakefield, Knuckleball Pitcher",FALSE,15123
L.P.G.A. Rookies Adapt to Major Experience,FALSE,18653
British Prime Minister Tony Blair suffers defeat in vote on terror laws,FALSE,13512
Tigers Complete Turnaround With  First Big 12 Title,FALSE,17545
Solar-powered plane completes 26-hour flight,FALSE,12907
US satellite radio provider Sirius unveils portable player,FALSE,9088
"Missing airplane possibly found near Blackpool, England",FALSE,20465
Player and Coach Transform More Than Cleveland State,FALSE,19960
Academy Award-winning film director Paul Haggis leaves Scientology,FALSE,16939
Report finds FBI missed multiple chances to stop 9/11,FALSE,21355
Wealth on the Defensive,FALSE,16948
Epiphany on an Air-Sickness Bag,FALSE,23010
Losses Widen for American and United Airlines,FALSE,15628
Geffen Said to Be Still Interested in The New York Times,FALSE,13824
Democrats Resisting Obama on Social Security,FALSE,13049
Obama Condemns Iranian Crackdown,FALSE,22053
"U.S. Vice President Biden's mother dies, aged 92",FALSE,9961
At least eight dead after drone strikes in Pakistan,FALSE,21016
King Day in Atlanta: Protests Mix With Prayer,FALSE,21459
Subsidy Plan Seeks to Cut Malaria Drug Cost,FALSE,15314
Opportunities  Wasted as Mets Let  Sweep Slip Away,FALSE,18826
"For Anthony Parker, Time Spent in Israel Puts World in Perspective",FALSE,19451
British man fully recovers from HIV,FALSE,22362
"Australian columnist 'offended, insulted, humiliated' fair-skinned Aborigines",FALSE,13770
"To Bahais in U.S., Iranian Crackdown Is Nothing New",FALSE,24550
"In Philadelphia Suburb, Arson Count for Year Up to 20",FALSE,23081
Syria fires on Israeli fighter planes,FALSE,18306
Timekeeping will pause into the New Year with a 'Leap Second',FALSE,17042
Tropical Storm Ignacio forms over the Pacific,FALSE,9996
Battles Over Reform Plan Lie Ahead,FALSE,18127
UK Mobile Data Network Collapses,FALSE,15598
Princes William and Harry host the Concert for Diana,FALSE,20137
Panda gives birth at San Diego Zoo,FALSE,24174
"The Truth, Revealed by Bugs: The Case of Brookey Lee West",FALSE,19361
A New Role for Iraqi Militants: Patrons of the Arts,FALSE,23808
"Girl found dead in truck in Northamptonshire, England",FALSE,19728
Find me all the red balloons; MIT wins DARPA challenge,FALSE,10880
Professional wrestler Walter Killer Kowalski dies at age 81,FALSE,21915
"At Turkish Border, Armenians Are Wary of a Thaw",FALSE,16333
Norway gunman defends actions as 'gruesome but necessary',FALSE,19609
"Wisconsin Democratic Party calls for Impeachment of Bush, Cheney, & Rumsfeld",FALSE,19854
"Pickens County, South Carolina sheriff refuses to lower US flag to honor Mandela",FALSE,11877
Citigroup Said to Consider Plan to Split in Two,FALSE,10318
Bargain Shoppers Will Find Lots of Elbow Room at Yankee Stadium,FALSE,17044
Bus driver convicted of killing eleven after falling asleep in California crash,FALSE,22081
Cubans protest communism,FALSE,22092
Newsreader Natasha Kaplinsky gives birth to baby boy,FALSE,13940
Man uses home-made flamethrower to set relatives on fire,FALSE,12238
Major snow disruption in Britain; Wikinews reports from affected village,FALSE,15553
American Society of Newspaper Editors Cancels Convention,FALSE,11671
Title IX Ruling Involving U.C. Davis Could Lead to Stricter Standards,FALSE,19201
Ants Adjust Foraging So the Colony Eats Right,FALSE,9291
A Top Sunni Survives an Attack in Iraq,FALSE,13489
US East Coast prepares for blizzard,FALSE,20898
Canada beats USA 5-0 in ice hockey at World University Games,FALSE,16119
"Cyclone Giri makes landfall in Myanmar, kills one",FALSE,9964
"Coca growth up in Bolivia, Peru, claims U.S. State Department",FALSE,24347
New Looks at the Fields of Death for Jews,FALSE,16464
Czechs and Slovaks celebrate twenty years since Velvet Revolution,FALSE,12226
"Duhon Is Struggling, and the Knicks Are Sputtering",FALSE,20106
Sri Lanka Bars Swede Over Stand on War,FALSE,23718
Bolivians Ratify New Constitution,FALSE,11387
Faster Racing Suits May Soon Be Banned From Competition,FALSE,19876
When the Real Estate Game Cost $9.95,FALSE,11545
Finding Business Security in Military Contracts,FALSE,17738
Spanish economy contracts 1% in second quarter,FALSE,19652
North Carolina Wins Fourth Straight Game at Duke,FALSE,14001
Top two aides quit US presidential candidate McCain's campaign,FALSE,13898
British schools to inform parents of overweight children,FALSE,8959
"Lordi horror movie receives 300,000 euros of Finnish government funding",FALSE,9276
"Mark Martin, 50, Wins Wreck-Filled Southern 500",FALSE,15909
Chinese human rights activist faces trial,FALSE,12787
Documents show U.S. knew of Guatemalan human rights abuses,FALSE,20400
Innocent Googling? No Such Thing in Tehran,FALSE,23103
A Case for Ray Guy Belonging in Pro Football Hall of Fame,FALSE,21718
Islamabad on red alert for possible terrorist attack,FALSE,10480
"BBC receives 8,400 complaints over 'EastEnders' cot death story",FALSE,14938
A Vow to Cut Afghan Civilian Deaths,FALSE,12344
Clinton wins West Virginia Democratic primary,FALSE,10297
Scottish nurse loses appeal in murders of four patients in England,FALSE,24383
Russia Pins Comeback Hopes on Superjet 100,FALSE,12781
"FBI arrests four in alleged plot to bomb Bronx synagogues, shoot down plane",FALSE,15023
Arrest made over murder of UK gemstone expert in Kenya,FALSE,11683
Cuomo May Want to Talk to Private Equity Firms,FALSE,15685
"In Gaza, Weighing Crimes and Ethics in Urban Warfare",FALSE,8716
Chief of Independent News and Media to Resign,FALSE,14259
Suspect in Atlanta courthouse shooting appears at hearing,FALSE,11105
"Crane levels New York City townhouse, leaving 4 dead",FALSE,9098
Five dead after continuing violence in Nigeria,FALSE,17769
Justice Dept. Denies Plan to Settle UBS Tax Case,FALSE,18252
Apple Inc. co-founder Steve Jobs dies aged 56,FALSE,18739
European Leaders to Meet Amid Economic Divisions,FALSE,13377
New pre-Iraq war memo leaked,FALSE,15996
Existing US home sales fall 9.6% in February,FALSE,14724
Italian senate rejects no-confidence vote against minister,FALSE,18447
Suit Is Filed Over Event for Inaugural,FALSE,12402
At least 73 dead after blast in Chinese coal mine,FALSE,13970
"Murdoch drops BSkyB bid amid public, political pressure",FALSE,13577
Prestigious 2007 design award given to TAG Heuer,FALSE,22189
"Mayor of Flint, Michigan resigns for health reasons",FALSE,15184
US Supreme Court rules DC gun ban unconstitutional,FALSE,18064
Finland scrambles fighter jet to respond to Russian aircraft,FALSE,10726
Next season's Coppa Italia football tournament adopts new format,FALSE,11422
American baseball star Rodriguez admits to using performance enhancing drugs,FALSE,16036
"Nine dead, scores injured after bombing in Iran",FALSE,17878
Illinois jurors begin fifth day of deliberations in Blagojevich corruption trial,FALSE,23945
Brandeis Says It Plans to Sell Art Collection to Raise Cash,FALSE,15990
Rare Middle East cyclone batters Oman,FALSE,15189
"DirecTV tunes out Trio, network in limbo",FALSE,8821
Riots cease in Dublin against Unionist march,FALSE,15478
Two Palestinians reportedly shot dead by Israeli troops,FALSE,10431
"Boxee, Used to View Web on TV, Generates Buzz",FALSE,12668
ABC News yanks 20/20 investigation of Tom Cruise and Scientology,FALSE,20577
Church of Scientology attempting to block 'intolerant' German film,FALSE,11337
Football: Ronaldinho signs for Barcelona until 2010,FALSE,18863
North Carolina Approves Ban on Smoking,FALSE,20661
Illinois Shooting Victims Move On in Different Ways,FALSE,12528
Al Qaeda leader Abu Musab al-Zarqawi reported wounded,FALSE,18264
"Financing, With Strings Attached",FALSE,19807
"Investigation into Washington, D.C. Metro crash finds need for new safety rules",FALSE,13822
NHL: Ducks take commanding three game lead on Wild,FALSE,21898
U.S. GDP sees worst drop in five decades,FALSE,19614
"In Mexico, Obama Seeks Curbs on Arms Sales",FALSE,19228
"Adults Spend 8 Hours a Day in Front of a Screen, Study Finds",FALSE,12248
A Bubble of Diplomats and Officials Is Set to Pop,FALSE,23608
Rebellion on the Range Over a Cattle ID Plan,FALSE,11300
"For Wall Street, a Barrage of Mixed Messages",FALSE,12450
Gomery report on Sponsorship Program released,FALSE,9959
Ukraine refused Moldova in extradition of Malhaz Djaparidze and liberated him,FALSE,16056
Newspaper Ads Expected to Show Up to 30% Drop,FALSE,8805
2008 USL First Division: Seattle Sounders vs. Vancouver Whitecaps,FALSE,23991
"Historic building in Moscow collapses, three people killed",FALSE,15370
New U.S. immigration bill proposes time-limit and employer scrutiny,FALSE,11794
Constitutionality of DNC Florida primary to be decided in appeal,FALSE,13895
Yahoo!7 creates joint venture with Xtra,FALSE,21022
Tropical Storm Gabrielle eyes US east coast,FALSE,18335
California Asks Removal of Prison Overseer,FALSE,18262
Two found dead at Norway Rock Festival,FALSE,19904
Microsoft announces name of new version of Windows: Vista,FALSE,14689
Irish CAO releases 2005 university offers to students,FALSE,23693
"Nortel to Cut Another 3,200 Jobs",FALSE,15374
Pope Urges Angolans to Help the Poor and Embrace Democracy,FALSE,11755
Funding for new Museum of Liverpool approved,FALSE,13189
Australia's ABC head Levy leaves for Channel Nine,FALSE,23271
Author Vine Deloria dies at 72,FALSE,14806
Nebraska's two nuclear plants near Omaha on alert,FALSE,9676
Lundqvist Leads Rangers to 2-0 Series Lead,FALSE,17393
"Man killed over Halloween hat in London, England",FALSE,18214
US and UK diplomats detained in Zimbabwe,FALSE,11511
Malaysian Legislator Charged With Sedition,FALSE,23164
Boat accident in Democratic Republic of the Congo kills at least 73,FALSE,14057
R. Allen Stanford Is Indicted and Turns Himself In,FALSE,12533
I.M.F. Planning to Sell Bonds to Finance New Loans,FALSE,10368
Japan Sends Destroyers on Anti-Piracy Patrol,FALSE,10896
"To Curb Wild Horses, a Voice for a Contraceptive Called P.Z.P.",FALSE,9759
"National Hockey League news: June 21, 2008",FALSE,10476
California governor Schwarzenegger presents new budget plan,FALSE,23793
"Police: Pennsylvania mother drugged daughter, planned her impregnation",FALSE,12309
U.A.W. Members Easily Ratify G.M. Concessions,FALSE,24268
September 11 attacks remembered in US,FALSE,18119
Pakistan's parliament elects first female speaker,FALSE,19109
6.8 earthquake rocks northeastern coast of Papua New Guinea,FALSE,22883
Health organisations respond to Ebola outbreak in Democratic Republic of the Congo,FALSE,15265
No Mechanical Problems Found After Boston Train Crash,FALSE,17928
"Bernie Williams, a Revered Yankee, Looks Back and Ahead",FALSE,13405
Study of soft cheese wins oddest book title award,FALSE,18679
CanadaVOTES: NDP candidate Katy Austin running in Simcoe—Grey,FALSE,17929
North Korea to rejoin six-nation talks,FALSE,20090
TWU members reject contract,FALSE,10724
Obama Faces Pressure to Strike Firmer Tone on Iran,FALSE,20225
"U.S. and S. Korea Start Military Maneuvers, Angering North",FALSE,11838
Flaming possum blamed for New Zealand fire,FALSE,22862
Biden questions Bush's special treatment of Scooter Libby,FALSE,13085
Investigators Take Closer Look at Rep. Jackson in Blagojevich Case,FALSE,12625
India wins the cricket series against West Indies by 3-1,FALSE,21173
Big time Democratic donor faces prison after surrender,FALSE,16272
Quotas for Iraqi Women in Provincial Elections Are Weakened,FALSE,16315
"An Islamic Radical, Maqdisi, Quotes West Point in His Defense",FALSE,9784
6 Governors May Reject Portions of Stimulus,FALSE,16311
Music promoter Mean Fiddler sold for almost £38m,FALSE,14662
"With Vote on F-22 Jet, Panel Defies a Veto Threat",FALSE,18652
Australian rules football: 2010 Gippsland Football League round 11 - Wonthaggi v Traralgon,FALSE,23936
Former ECB chief Wim Duisenberg dies,FALSE,19919
Oil price jumps as Rita heads to refineries,FALSE,16347
'Top Model' winner Jaslene Gonzalez on her career and being a Latina role model,FALSE,13730
15 Die on Indian Train,FALSE,21055
Australia First begins revival campaign,FALSE,12429
Two killed in landslide in Tenerife,FALSE,22357
BBC announces pay freeze and no bonuses for managers,FALSE,22186
Imperfect immune systems help avoid autoimmune disease,FALSE,22811
Boston College Beats Duke For First Time Since 1985,FALSE,13987
Lance Armstrong disputes French doping results,FALSE,18431
"Bird Flu confirmed in 1,000 UK turkeys",FALSE,16926
No final embrace for condemned man,FALSE,16773
Nations Near Arctic Declare Polar Bears Threatened by Climate Change,FALSE,23799
"JetBlue launches service from Raleigh, North Carolina to New York",FALSE,23125
Part of California highway near Big Sur falls into the sea,FALSE,20008
Nepal's royal palace now a public museum,FALSE,17127
Australia women's water polo team into FINA Women's World League Super Finals quarter finals,FALSE,12029
"For Obama, Tough Grip by Tobacco",FALSE,14727
Two winning British EuroMillions lottery tickets worth £45 million each claimed,FALSE,15371
"Cargo plane crashes in Alaska's Denali Park, sparks wildfire",FALSE,23795
Specter Faces Conservative Challenge,FALSE,23575
"NASCAR: Edwards wins O'Reilly Auto Parts Challenge, Brad Keselowski clinches Nationwide Series",FALSE,9302
E.P.A. Is Told to Reconsider Its Standards on Pollutants,FALSE,10077
Dixie Chicks show documentary at TIFF,FALSE,23050
Dima Bilan wins the 2008 Eurovision Song Contest for Russia,FALSE,22468
Family of 'murdered' UK teenager reacts to death,FALSE,24175
2008 TICA highlights open source applications at Linux Forum & Expo,FALSE,24600
President Delivers Exhortation to Fathers,FALSE,14303
Computer giants attack Aussie CSIRO's WLAN patent,FALSE,16075
US announces revised limits on use of nuclear weapons,FALSE,15361
"After a Week of Travel, Castroneves Has a New Trip",FALSE,17264
Prime Minister Blair flies to Washington,FALSE,18933
A New View of a Famine That Killed Millions,FALSE,14794
Isiah Thomas Takes Coaching Job at Florida International University,FALSE,17182
House Panel Says West Virginia Chemical Firm Withheld Information About Explosion,FALSE,13536
New Efforts in Europe to Bolster Lending,FALSE,12555
Accident on set of British television program Heartbeat,FALSE,22233
Sudan Airways grounded,FALSE,10638
Euro 2008: Portugal vs. Czech Republic,FALSE,18426
SpaceX launches first Falcon 9 rocket,FALSE,15325
MSNBC Wants to Add a 3rd Prime-Time Show,FALSE,13169
BP: New cap on Gulf of Mexico oil well in place,FALSE,17952
UK opposition leader David Cameron's bicycle was stolen,FALSE,17286
Pope appeals for respectful Sundays,FALSE,17501
Libya frees foreign HIV medics,FALSE,13530
Peru Overturns Decrees That Incited Protests,FALSE,17934
No prosecution for UK minor who called Scientology a 'cult',FALSE,14581
"Four dead, more than a million in U.S. without power after Pacific Northwest storm",FALSE,10310
"In Azerbaijan, a Donkey Suit Provokes Laughs and, Possibly, Arrests",FALSE,23625
California wildfire forces evacuation of thousands,FALSE,12829
No. 7 Blue Devils Top No. 13 Lady Vols in Knoxville,FALSE,24225
Housing Starts Rise an Unexpected 3.6%,FALSE,18234
Settlement Clears Way for Aid to Sacramento,FALSE,10716
"Russian forces storm oil tanker seized by Somali pirates, crew freed",FALSE,9802
Shares Slide on Worries Over Rising Interest Rates,FALSE,16324
"United Technology Plans to Cut 11,600 Jobs",FALSE,22769
Yankees Rally as Biggest Hits Stay Inside the Park,FALSE,13040
NSA to participate in U.S. cybersecurity,FALSE,21134
"British FTSE index reaches one-year high, other European markets rise",FALSE,24250
China launches major cleanup operation after oil spill,FALSE,9947
"Kosovo Ex-Premier, Agim Ceku, Is Arrested in War Crimes Case",FALSE,9305
Jury suggests the death penalty for Scott Peterson,FALSE,20430
"NASA astronaut Tim Kopra, crew member of upcoming mission, sustains injury",FALSE,12108
FDA ruling on emergency contraceptive pill questioned,FALSE,21259
Avalanche buries cars in Colorado,FALSE,14154
Australian on death row in Vietnam for smuggling heroin,FALSE,23330
Icelandic Kaupthing Bank earnings soar 292%,FALSE,10771
Unlikely Players Are Helping Mets Hold Their Ground,FALSE,11600
NATO Chief Presses Afghan Drug Fight,FALSE,17523
Ex-head of Qantas freight operations in US jailed for price fixing,FALSE,19020
Zimmerman stands before judge for the Trayvon Martin shooting,FALSE,21706
States Slashing Social Programs for Vulnerable,FALSE,9932
Republic of Ireland beat Faroe Islands to top Group 4 for Football World Cup 2006,FALSE,15652
Cost Works Against Alternative Energy in Time of Recession,FALSE,13938
Ad Campaign Presses Bank on A.I.G. Investments,FALSE,15943
French citizens told to leave Ivory Coast as UN warns of civil war,FALSE,15864
"New York Public Library opens collection of 275,000 digital images",FALSE,18936
"Davao City, Philippines militant leaders declare victory",FALSE,9432
Japan's Supreme Court invalidates distinctions on nationality,FALSE,11728
Ferry crashes into smaller boats in West Vancouver after losing power,FALSE,21276
Russian journalist Anna Politkovskaya shot dead,FALSE,13867
Indian Parliament irate as Russia poised to ban Bhagavad Gita,FALSE,10689
US rejects EU proposal to give Internet control to the UN,FALSE,17357
"As Leipheimer Coasts at Tour of California, Armstrong Is Part of the Pack",FALSE,17668
US Congress House panel OKs big cut in public broadcasting funds,FALSE,10123
President Bush to meet with LDS Church leaders in Utah,FALSE,10528
US Congresswoman Stephanie Tubbs Jones dies at age 58,FALSE,20454
2007 FIFA U-17 World Cup: Ghana vs. Germany,FALSE,13494
"In Loneliness, Immigrants Tend the Flock",FALSE,15439
"Tropical storm hits Philippines, 45,000 people displaced",FALSE,23981
Centrica Agrees to Buy Stake in E.D.F.'s British Energy,FALSE,17184
German Wikipedia DVD on P2P networks,FALSE,10139
Trade Minister Quits as Iraq Investigates Corruption,FALSE,17609
UN holding recruitment exams in under-represented countries,FALSE,16838
"Citing Economy Worries, Argentine Leader Seeks Early Vote",FALSE,20619
Cheney-Rumsfeld Cabal alleged in the USA,FALSE,14404
Boeing 757 makes emergency landing at Vnukovo airport in Moscow,FALSE,11139
"Car bomb kills at least three in Dagestan, Russia",FALSE,8954
Red Cross asks for more volunteers,FALSE,10041
Wave kills two on Mediterranean cruise,FALSE,17421
E.U. Threat to Banks Lacks Teeth,FALSE,19012
"Bitmover ends free Bitkeeper, replacement sought for managing Linux kernel code",FALSE,11467
"Marathon runner addresses Toronto, bringing attention to autism",FALSE,20329
Trial Begins for Khmer Rouge Leader,FALSE,14578
"Wikimania 2007 begins in Taipei, Taiwan",FALSE,24148
"Google doubles Gmail storage, adds text formatting",FALSE,21819
Fictional documentary about Flemish independence causes consternation in Belgium,FALSE,15935
UK cabinet minister Jack Straw ignored advice that Iraq invasion was illegal,FALSE,23241
Fox News viewership drops by half in 6 months,FALSE,20444
"Going to Mars, but Staying Close to Home",FALSE,20301
Thai PM promises action on suspected militants,FALSE,16304
"Without Gas, Bulgarians Turn Icy to Old Ally",FALSE,18698
Minnesota state government shuts down,FALSE,19631
WikiLeaks releases Iraq War logs,FALSE,23624
"The Lake Wobegon Effect, in Actively Managed Funds",FALSE,20178
"Foes Rally, but President of Georgia Vows to Stay",FALSE,19781
Nader chosen as the presidential nominee of the Peace and Freedom Party,FALSE,20889
"One killed, many boats damaged in storms on Spanish island of Majorca",FALSE,17588
Woman Linked to Sanford Comments on E-Mail,FALSE,15173
Nokia appoints Microsoft Business Division Head as chief executive,FALSE,14026
Swine flu outbreaks appear globally; WHO raises pandemic alert level to 5,FALSE,12798
Asia Gives Metro Haven From Economic Storm,FALSE,13267
Livingstone brands Boris 'a joke' in London mayoral elections,FALSE,11070
"Six-year-old boy dies two weeks after falling through icy pond in Berkshire, England",FALSE,16212
Two Prime Ministers banned from Fiji,FALSE,14719
Selgros Cash and Carry to open two new stores in Transylvania,FALSE,23475
Griffin and Oklahoma Overpower Michigan,FALSE,11268
Invoking a Presidential Revelatory Moment,FALSE,16012
"Bronx, New York church destroyed in suspicious blaze",FALSE,22095
Trial of former Argentine president Jorge Videla begins,FALSE,16135
Report: invasion of Iraq provided boost for Al-Qaeda,FALSE,11502
Australian rules football: West Gippsland Latrobe Football League becomes Gippsland Football League as Wonthaggi concedes move,FALSE,21968
"Loss at Smithfield Foods, as Pork Prices Stabilize",FALSE,13270
"In Downturn, Marketers Still Rely on New Products",FALSE,11431
Bruney Looks to Explain Continued Elbow Pain,FALSE,17336
"Tsunami bulletin issued from Pacific coast of California-Mexico border to Vancouver, Canada",FALSE,12310
Wikinews interviews novelist James Bruno,FALSE,10556
Dublin travel agents occupy offices against closure,FALSE,15230
U.N. Leads Evacuation From Sri Lanka,FALSE,20144
Washington flooded by rain and melting snow,FALSE,17179
Hillary Clinton: I am 'open to being' US Vice President,FALSE,10576
Australia drops charges against Indian doctor,FALSE,15593
"Jack Grimes continues White House run for United Fascist Union, talks to Wikinews",FALSE,23108
Schoolboy dies in Israel after bus hit by rocket from Gaza,FALSE,13626
Human cells grow blood vessels in mice,FALSE,12267
25 dead after fire in Chinese coal mine,FALSE,12662
Gunmen kill ten people in Thai mosque,FALSE,14173
WebMD and HLTH Plan to Merge,FALSE,24003
Plan Would Limit Prison Chapel Books,FALSE,19726
Chrysler Revamp Plan Could Block Lawsuits From Current Vehicle Owners,FALSE,22401
"Nitrite poisoned milk kills three babies, sickens 35 in China",FALSE,23402
"Police officer killed as car bomb explodes in Omagh, Northern Ireland",FALSE,16732
CanadaVOTES: Libertarian Kevin Stricker running in Saskatoon—Rosetown—Biggar,FALSE,22539
"To Sleep, Perchance to Analyze Data",FALSE,22317
Australian rules football: 2010 Gippsland Football League finals week one,FALSE,16163
Chicken that crossed road let off fine by California court,FALSE,20814
UEFA president Platini confirms Euro 2012 to be hosted in Poland and Ukraine,FALSE,14884
Iran Claims Gains in Nuclear Program,FALSE,23518
US Senate to vote on troop pullout from Iraq today,FALSE,22552
Formula One set to see standardised engines,FALSE,19751
Motive in Double Killing 42 Years Ago Is Revealed,FALSE,21026
"A Busy Night, Then a Busier Day at Work",FALSE,12182
Libya allows US oil company to return,FALSE,22969
Iraqis say U.S. bombing killed 39 civilians,FALSE,22474
Crisis at stricken Japan nuclear plant escalates to level of Chernobyl; six killed in aftershock,FALSE,22842
WinMX shut down following RIAA requests,FALSE,14415
Son Is Said to Rise in North Korea,FALSE,15421
Higher Forecast for Demand Pushes Up Oil Prices,FALSE,12327
"Canadian gasoline tops $1 a litre, politicians consider options",FALSE,15105
